accuracy,loss,val_accuracy,val_loss,learning_rate
0.039875712245702744,3.9698233604431152,0.09134615212678909,3.658008098602295,0.0010000000474974513
0.07612635940313339,3.594135046005249,0.19230769574642181,3.334127902984619,0.0010000000474974513
0.13619886338710785,3.2728395462036133,0.2475961595773697,2.983696222305298,0.0010000000474974513
0.1859140396118164,2.9911487102508545,0.375,2.6230547428131104,0.0010000000474974513
0.2242361456155777,2.797508955001831,0.3798076808452606,2.3978641033172607,0.0010000000474974513
0.24184361100196838,2.6146862506866455,0.4399038553237915,2.223813056945801,0.0010000000474974513
0.30243396759033203,2.4019129276275635,0.48076921701431274,2.0573298931121826,0.0010000000474974513
0.28845158219337463,2.3280508518218994,0.5072115659713745,1.9669950008392334,0.0010000000474974513
0.32884514331817627,2.2107656002044678,0.5144230723381042,1.860106110572815,0.0010000000474974513
0.35629206895828247,2.123974561691284,0.5288461446762085,1.8033961057662964,0.0010000000474974513
0.36043500900268555,2.049269914627075,0.557692289352417,1.7164862155914307,0.0010000000474974513
0.37338167428970337,2.0126004219055176,0.5024038553237915,1.7856980562210083,0.0010000000474974513
0.394096314907074,1.9011069536209106,0.53125,1.6652776002883911,0.0010000000474974513
0.4174003005027771,1.845565915107727,0.5552884340286255,1.6308083534240723,0.0010000000474974513
0.435007780790329,1.80433988571167,0.5625,1.5512300729751587,0.0010000000474974513
0.3008803725242615,2.3601880073547363,0.5697115659713745,1.52019202709198,9.999999747378752e-06
0.33557742834091187,2.2300612926483154,0.5600961446762085,1.5077837705612183,9.999999747378752e-06
0.36716726422309875,2.0786197185516357,0.5600961446762085,1.4832276105880737,9.999999747378752e-06
0.39564990997314453,1.9742273092269897,0.5649038553237915,1.4612832069396973,9.999999747378752e-06
0.39823925495147705,1.9499523639678955,0.5697115659713745,1.4429094791412354,9.999999747378752e-06
0.40911445021629333,1.8715770244598389,0.5697115659713745,1.4330315589904785,9.999999747378752e-06
0.42309683561325073,1.8311575651168823,0.5793269276618958,1.4075920581817627,9.999999747378752e-06
0.4272397756576538,1.78609299659729,0.5721153616905212,1.3940083980560303,9.999999747378752e-06
0.45365095138549805,1.7752689123153687,0.5865384340286255,1.3721923828125,9.999999747378752e-06
0.46090108156204224,1.7317299842834473,0.5913461446762085,1.3487695455551147,9.999999747378752e-06
0.45624029636383057,1.686453104019165,0.6081730723381042,1.339184045791626,9.999999747378752e-06
0.48472294211387634,1.6852610111236572,0.6177884340286255,1.3323462009429932,9.999999747378752e-06
0.4733298718929291,1.636898398399353,0.629807710647583,1.3152391910552979,9.999999747378752e-06
0.49404454231262207,1.5897760391235352,0.6346153616905212,1.3022099733352661,9.999999747378752e-06
0.4997410774230957,1.5725582838058472,0.6346153616905212,1.2923541069030762,9.999999747378752e-06
0.48109787702560425,1.6113238334655762,0.6466346383094788,1.2740508317947388,9.999999747378752e-06
0.48834800720214844,1.5372936725616455,0.6634615659713745,1.2595748901367188,9.999999747378752e-06
0.5271880030632019,1.4584689140319824,0.6634615659713745,1.2468469142913818,9.999999747378752e-06
0.5225271582603455,1.4938247203826904,0.6658653616905212,1.2386651039123535,9.999999747378752e-06
0.5137234330177307,1.4770060777664185,0.6658653616905212,1.2347935438156128,9.999999747378752e-06
0.525116503238678,1.4708830118179321,0.6634615659713745,1.2236623764038086,9.999999747378752e-06
0.5365095734596252,1.4303590059280396,0.6682692170143127,1.2142119407653809,9.999999747378752e-06
0.5261522531509399,1.4356980323791504,0.6634615659713745,1.204879641532898,9.999999747378752e-06
0.5385810732841492,1.3745673894882202,0.6682692170143127,1.1998345851898193,9.999999747378752e-06
0.5535991787910461,1.3669776916503906,0.6730769276618958,1.1916826963424683,9.999999747378752e-06
